Crisis ID,Type of Community Crisis,What,Where,When,How,Severity,Duration
9258,Civil War,civil war,"073 Melissa Crossing Suite 091, East Kimberly, GA 84999",22-09-2021 07:36,insurgency,moderate,within 18 hours
9259,Crime Spree,crime spree,"9400 Humphrey Corners Apt. 069, Reynoldstown, AS 10711",11-01-2020 02:23,lawlessness,high,within 12 hours
9260,Crime Spree,crime wave,"Unit 3322 Box 4420, DPO AE 70372",16-10-2023 16:24,crime wave,very high,within 6 hours
9261,Terrorist Attack,bombing,"0309 Adam Plains Suite 892, Arnoldtown, WA 58100",24-02-2021 22:19,hostage crisis,moderate,within 24 hours
9262,Crime Spree,criminal outbreak,"0730 Martinez Greens, Deborahshire, MS 58080",01-01-2023 20:20,crime wave,very low,within 12 hours
9263,Labor Strike,labor dispute,"254 Mary Light Suite 177, Dennisside, SC 90965",06-10-2023 19:20,worker protest,very high,within 48 hours
9264,Civil War,armed conflict,"95544 James Estates, Butlerfort, NH 17329",06-04-2024 22:46,armed conflict,low,within 12 hours
9265,Crime Spree,lawlessness,"82000 Mann Wells Suite 039, Port Danielbury, NE 22097",22-03-2021 15:27,criminal activity,high,within 48 hours
9266,Protest,demonstration,"6254 Sabrina Path Suite 402, Jeremiahberg, MS 19188",03-04-2023 07:30,march,high,within 48 hours
9267,Public Health Emergency,outbreak,"14642 Taylor Ferry, East Christopherport, ID 11400",22-06-2022 11:09,public health emergency,moderate,within 48 hours
9268,Protest,rally,"98023 Jamie Crescent, West Rachelside, MH 54924",16-10-2021 21:37,march,low,within 6 hours
9269,Civil War,insurgency,"822 Cathy Freeway Suite 322, Bowenbury, NV 26167",15-07-2021 15:27,armed conflict,very low,within 36 hours
9270,Riot,civil unrest,"8115 Diane Knoll Apt. 713, Reneeview, MT 26554",14-07-2023 09:36,violent protest,very high,within 36 hours
9271,Environmental Hazard,ecological threat,"1359 Vicki Mews Apt. 109, Reidfort, PR 95595",26-11-2021 08:41,environmental disaster,low,within 18 hours
9272,Civil War,warfare,"Unit 5892 Box 8251, DPO AA 55717",30-09-2022 00:56,conflict,very low,within 36 hours
9273,Environmental Hazard,toxic contamination,"50353 Devin Fort, North Garrettmouth, DC 46367",15-03-2024 18:31,toxic contamination,low,within 18 hours
9274,Labor Strike,worker protest,"411 Herrera Creek, West Veronicaport, ID 83982",23-05-2020 18:39,strike,moderate,within 18 hours
9275,Riot,civil unrest,"61981 Cindy Cape Suite 237, Robersonshire, AK 50810",12-02-2021 22:02,civil unrest,very high,within 6 hours
9276,Terrorist Attack,terrorist attack,"USCGC Nelson, FPO AP 27471",24-08-2023 10:26,hostage crisis,moderate,within 12 hours
9277,Terrorist Attack,terrorism,"8091 Patricia Forge Apt. 045, North Patty, AS 60530",03-08-2020 18:01,hostage crisis,high,within 48 hours
9278,Crime Spree,crime wave,"Unit 0514 Box 8039, DPO AA 61243",06-10-2023 05:52,criminal outbreak,very high,within 36 hours
9279,Civil War,warfare,"6670 Aaron Extensions Suite 346, Knappburgh, PR 78376",22-03-2020 21:43,insurgency,low,within 6 hours
9280,Protest,protest,"07930 Duke Overpass Apt. 035, Dixonberg, FM 02224",10-03-2020 20:02,march,very high,within 12 hours
9281,Terrorist Attack,terrorist attack,"23379 Avila Points, West Katrina, DE 45253",11-04-2020 02:35,bombing,high,within 36 hours
9282,Environmental Hazard,ecological threat,"07319 Austin Neck, Rachelfort, MS 21037",01-05-2023 15:26,toxic contamination,high,within 6 hours
9283,Public Health Emergency,health crisis,"333 Taylor Trafficway, Garytown, NJ 48333",20-06-2023 00:00,public health emergency,moderate,within 36 hours
9284,Riot,disturbance,"19878 Brewer Ville Apt. 069, South David, VT 18585",27-06-2020 01:13,civil unrest,low,within 18 hours
9285,Public Health Emergency,public health emergency,"410 Todd Spring, North Jeffrey, MD 10631",08-07-2023 14:10,public health emergency,low,within 12 hours
9286,Environmental Hazard,toxic contamination,"505 Rhonda Extension, Jenniferhaven, OR 37926",07-08-2021 07:41,pollution,high,within 24 hours
9287,Protest,strike,"5415 Gonzalez Vista, New Brandystad, TN 20174",15-04-2023 22:47,demonstration,moderate,within 36 hours
9288,Terrorist Attack,hostage crisis,"167 Taylor Ways, Langside, PW 21457",01-08-2020 03:29,hostage crisis,high,within 18 hours
9289,Labor Strike,worker protest,"295 Wilson Expressway, South Tarashire, AS 53484",24-11-2021 07:55,industrial action,very low,within 24 hours
9290,Protest,rally,"627 Owens Shoals Suite 683, Payneland, ME 34605",08-10-2021 02:12,rally,very high,within 48 hours
9291,Protest,protest,"3965 Brown Trail Suite 622, West Victor, MP 51149",16-03-2021 13:26,march,moderate,within 24 hours
9292,Civil War,armed conflict,"61016 Mata Radial Suite 891, Martinezville, NM 43590",15-05-2021 18:55,warfare,very high,within 18 hours
9293,Public Health Emergency,outbreak,"047 Schmidt Lodge Apt. 080, Potterfort, VI 11968",31-03-2023 13:36,public health emergency,moderate,within 48 hours
9294,Labor Strike,industrial action,"80454 Jones Estate, Andersonside, IA 48032",24-04-2021 20:04,labor strike,very high,within 24 hours
9295,Protest,rally,"520 Williams Throughway Apt. 920, Davidstad, CT 46719",20-07-2021 16:18,demonstration,high,within 12 hours
9296,Protest,demonstration,"427 Leah Heights Apt. 579, Brandonborough, SC 94994",04-07-2023 04:04,strike,very high,within 12 hours
9297,Riot,violent protest,"954 Devon Pass Suite 726, Juanton, DC 38813",11-10-2023 05:54,riot,very high,within 6 hours
9298,Civil War,conflict,"916 Kenneth Flat, New Emily, OH 68113",22-10-2021 00:15,conflict,very low,within 36 hours
9299,Environmental Hazard,environmental disaster,"2914 Gerald Loop, Lake Jennifershire, IA 91944",21-10-2023 05:56,environmental disaster,moderate,within 24 hours
9300,Terrorist Attack,hostage crisis,"99531 Nicholas Lights Apt. 028, West Kimberlyborough, MN 19511",09-01-2020 08:08,hostage crisis,very high,within 24 hours
9301,Riot,civil unrest,"0635 Brenda Landing, Lake Stevenmouth, GU 44759",19-03-2023 14:16,uprising,very high,within 18 hours
9302,Crime Spree,criminal activity,"4609 Pierce Meadow Suite 031, Mistyburgh, KY 35726",26-05-2021 08:58,lawlessness,high,within 36 hours
9303,Environmental Hazard,toxic contamination,"43089 Romero Crossroad Suite 211, Lake Frankport, OR 29498",01-07-2023 15:40,pollution,high,within 6 hours
9304,Environmental Hazard,ecological threat,"431 Lewis Union Apt. 082, East Joshuastad, NH 06802",26-12-2023 15:59,ecological threat,moderate,within 18 hours
9305,Protest,march,"63477 Joseph Shoal Suite 504, Dawnview, MI 44510",13-01-2023 01:54,rally,low,within 48 hours
9306,Protest,strike,"789 Jonathan Lock, Port Heather, MD 34034",21-07-2022 17:53,demonstration,low,within 12 hours
9307,Terrorist Attack,terrorism,"1308 Krystal Brooks Suite 907, Jamesview, MA 02909",30-11-2020 14:07,terrorism,very low,within 18 hours
9308,Labor Strike,industrial action,"2988 Fuller Hollow Apt. 857, New Lauraport, DC 79604",04-11-2023 20:37,worker protest,low,within 12 hours
9309,Riot,riot,"783 Dixon Course Suite 372, East Nathan, IN 50548",10-04-2022 06:13,civil unrest,low,within 18 hours
9310,Civil War,armed conflict,"7892 Scott Circles Apt. 362, East Sharon, NV 59252",22-08-2022 19:15,insurgency,moderate,within 18 hours
9311,Public Health Emergency,pandemic,"7653 Richard Land, South Robert, VA 79587",28-01-2023 03:10,public health emergency,high,within 24 hours
9312,Labor Strike,labor dispute,"8753 Lynn Underpass, Jamesland, OH 73050",04-04-2020 12:34,labor strike,high,within 12 hours
9313,Crime Spree,lawlessness,"161 Tate Summit Suite 653, Dickersonchester, PR 51773",21-06-2020 22:04,criminal outbreak,very high,within 48 hours
9314,Crime Spree,lawlessness,"9346 Burns Pines Apt. 517, Brownmouth, GA 29882",29-07-2021 17:55,criminal activity,high,within 6 hours
9315,Crime Spree,criminal activity,"1611 Sharon Vista Suite 195, Micheleville, MT 25399",18-03-2023 17:27,crime spree,moderate,within 12 hours
9316,Crime Spree,criminal outbreak,"087 Michelle Island, Port Joshua, AK 03645",17-03-2024 21:35,crime wave,very low,within 6 hours
9317,Labor Strike,industrial action,"39962 Lewis Way Apt. 367, Scottport, PA 64768",22-08-2023 16:25,labor dispute,high,within 36 hours
9318,Environmental Hazard,ecological threat,"61309 Lindsey Rapids, Cannonville, WI 59087",24-11-2022 02:39,ecological threat,very high,within 24 hours
9319,Crime Spree,crime wave,"695 Daniel Lake, North Williamville, KY 68225",26-08-2020 19:46,lawlessness,very low,within 24 hours
9320,Terrorist Attack,bombing,"62588 Smith Walks, North Dorothyberg, CT 43780",26-12-2021 07:12,terrorism,very low,within 12 hours
9321,Terrorist Attack,terrorist attack,"0232 Cooper Hollow Apt. 055, South Tammymouth, AZ 33169",14-02-2023 23:52,bombing,low,within 36 hours
9322,Protest,protest,"0065 Thomas Pines, Rochaview, FL 22919",04-07-2021 20:24,demonstration,low,within 18 hours
9323,Crime Spree,criminal outbreak,"15337 Moran Creek, New Pamela, PR 85607",08-05-2022 05:21,criminal activity,high,within 36 hours
9324,Terrorist Attack,hostage crisis,"0880 Jennifer Wells Apt. 778, West Ashleyfort, ND 14812",05-02-2022 00:12,hostage crisis,very high,within 12 hours
9325,Crime Spree,lawlessness,"2246 Meyers Wall Suite 146, Josephshire, MI 95503",09-07-2022 14:18,lawlessness,very low,within 36 hours
9326,Protest,rally,"67264 Rebecca Walk Apt. 203, West Jacobshire, UT 10448",03-12-2022 21:06,march,low,within 24 hours
9327,Protest,march,"USNS Christian, FPO AP 39716",23-04-2020 21:06,march,very low,within 18 hours
9328,Civil War,conflict,"USNS Coleman, FPO AP 49843",13-12-2021 18:40,conflict,moderate,within 6 hours
9329,Terrorist Attack,terrorism,"2377 Perry Ways Suite 338, Ruizland, SC 86010",23-05-2023 04:46,armed assault,low,within 36 hours
9330,Civil War,armed conflict,"278 Harris Vista, Darleneborough, ND 16000",20-07-2022 04:16,warfare,very high,within 36 hours
9331,Civil War,warfare,"Unit 8840 Box 5949, DPO AE 95153",02-03-2022 14:08,warfare,very high,within 12 hours
9332,Protest,march,"87465 Lopez Valley, Melanieton, AK 45391",29-07-2020 22:54,protest,high,within 6 hours
9333,Public Health Emergency,pandemic,"6572 Steven Circle, Alexisfurt, MO 18404",27-05-2022 23:46,outbreak,moderate,within 24 hours
9334,Environmental Hazard,pollution,"557 Burton Crossing, East Mariafort, RI 08038",04-04-2020 08:39,toxic contamination,moderate,within 18 hours
9335,Riot,disturbance,"446 Anne River Apt. 556, New Ashley, VI 99176",11-08-2022 05:56,uprising,very low,within 18 hours
9336,Labor Strike,labor strike,"0842 Carrillo Circle, New Taraville, ME 60448",10-01-2020 01:11,labor strike,very high,within 12 hours
9337,Labor Strike,labor dispute,"279 Guerrero Inlet, North Tonyborough, MO 96887",28-09-2020 10:07,strike,very high,within 6 hours
9338,Protest,strike,"547 Vaughan Isle Suite 077, East Matthewbury, GA 03254",16-02-2022 23:32,rally,very low,within 18 hours
9339,Terrorist Attack,bombing,"5498 Walker Plains, Meghanberg, PR 39980",17-04-2021 23:52,bombing,high,within 24 hours
9340,Public Health Emergency,epidemic,"368 Ramirez Valley Apt. 040, Mendozaland, MT 42567",25-05-2023 15:50,pandemic,high,within 12 hours
9341,Environmental Hazard,environmental disaster,"10377 Cole Walks, Grantborough, KS 02800",22-03-2024 03:40,environmental hazard,moderate,within 6 hours
9342,Terrorist Attack,hostage crisis,"5492 Lindsey Wall, East Georgefort, MS 93823",01-11-2020 14:41,terrorism,low,within 48 hours
9343,Protest,march,"886 David Throughway Suite 293, Popemouth, NE 44786",10-02-2021 06:49,rally,moderate,within 18 hours
9344,Public Health Emergency,pandemic,"944 Rebecca Bridge Suite 618, Jonathanberg, NM 81942",27-08-2020 20:04,health crisis,moderate,within 36 hours
9345,Environmental Hazard,environmental hazard,"422 Michelle Road Apt. 454, Andrewville, TX 41534",12-07-2023 14:51,environmental hazard,high,within 48 hours
9346,Riot,uprising,"21127 Johnson Summit, Yvonneborough, DC 30857",07-03-2023 18:15,riot,very low,within 48 hours
9347,Riot,uprising,"5196 Rangel Harbor Apt. 794, Simmonsside, IN 33706",09-03-2021 14:59,riot,high,within 12 hours
9348,Environmental Hazard,toxic contamination,"Unit 4351 Box 4576, DPO AA 95394",17-05-2022 10:23,pollution,high,within 18 hours
9349,Crime Spree,criminal outbreak,"79597 Sheila Viaduct, South Kaitlin, MS 56983",11-02-2023 13:25,criminal outbreak,moderate,within 24 hours
9350,Protest,rally,"13625 Jamie Spurs Suite 874, Nicholestad, ID 80336",23-04-2021 23:49,demonstration,low,within 36 hours
9351,Terrorist Attack,hostage crisis,"0436 Eric Fields, Jamesburgh, MD 34220",24-02-2024 04:38,bombing,moderate,within 18 hours
9352,Environmental Hazard,ecological threat,"83537 Edwin Trace Apt. 545, Brownbury, WA 98985",28-02-2022 14:43,environmental disaster,moderate,within 18 hours
9353,Public Health Emergency,public health emergency,"3187 Kristen Land Apt. 080, Heatherburgh, NC 11753",03-11-2020 05:18,outbreak,very high,within 24 hours
9354,Crime Spree,crime wave,"9008 Brandon Path, Port Jenniferstad, CO 12817",06-04-2022 06:39,lawlessness,very low,within 6 hours
9355,Environmental Hazard,environmental hazard,"6253 Gonzalez Brooks Suite 825, East Karlfurt, AK 66026",07-08-2022 14:38,pollution,high,within 36 hours
9356,Crime Spree,lawlessness,"221 Smith Valley Apt. 985, Newmanborough, AL 29225",01-06-2021 03:26,lawlessness,very low,within 36 hours
9357,Crime Spree,crime wave,"Unit 9055 Box 2870, DPO AE 38241",19-05-2020 18:03,crime wave,high,within 6 hours
9358,Environmental Hazard,pollution,"9778 Smith Island, Port Rebeccaview, NH 87098",27-04-2022 21:48,pollution,very high,within 48 hours
9359,Public Health Emergency,outbreak,"Unit 7672 Box 2675, DPO AA 91843",18-02-2020 12:07,outbreak,very low,within 36 hours
9360,Civil War,conflict,"523 Alvarado Ramp, Shahbury, MT 26087",26-10-2022 19:41,warfare,moderate,within 36 hours
9361,Riot,riot,"67385 Michelle Mission, Bakerbury, NY 08738",04-04-2023 04:08,uprising,very high,within 36 hours
9362,Terrorist Attack,terrorism,"03773 Smith Ville, South Bettyland, AZ 10445",25-08-2023 05:47,terrorist attack,moderate,within 12 hours
9363,Public Health Emergency,public health emergency,"0460 Courtney Knoll, Elizabethside, MS 70077",22-09-2021 07:13,epidemic,high,within 48 hours
9364,Crime Spree,crime spree,"744 Fletcher Forges Apt. 213, Barryfurt, AK 68571",07-02-2020 07:38,criminal activity,high,within 24 hours
9365,Public Health Emergency,public health emergency,"4135 Kayla Street, Comptonstad, MS 41185",01-06-2021 22:34,epidemic,low,within 6 hours
9366,Riot,uprising,"1749 Amber Viaduct, Benjaminchester, OH 44925",26-01-2023 16:03,uprising,moderate,within 18 hours
9367,Civil War,insurgency,"74685 Connie Field, Trevinostad, NH 31999",19-10-2022 05:57,armed conflict,high,within 36 hours
9368,Riot,civil unrest,"37364 Gail Springs, North David, OH 71392",27-05-2023 14:54,disturbance,very high,within 18 hours
9369,Civil War,conflict,"90405 Maria Underpass, Lake Anthony, WV 50883",31-03-2021 06:43,warfare,moderate,within 36 hours
9370,Civil War,civil war,"074 Devon Ranch Suite 929, Williamsborough, IA 09725",17-03-2022 11:23,insurgency,low,within 36 hours
9371,Crime Spree,crime spree,"PSC 4774, Box 5695, APO AP 81966",26-02-2021 11:29,lawlessness,high,within 36 hours
9372,Riot,violent protest,"86223 Vanessa Brook, Adamsberg, MN 69307",09-05-2022 23:09,civil unrest,very low,within 48 hours
9373,Labor Strike,labor strike,"807 Bradley Heights, Pamelafort, OH 61905",28-03-2021 20:42,labor dispute,moderate,within 12 hours
9374,Riot,disturbance,"13963 Craig Forest, North Laura, VA 82844",03-02-2023 03:21,civil unrest,moderate,within 24 hours
9375,Labor Strike,worker protest,"0929 Mark Villages Apt. 387, New Jamie, IN 80167",06-08-2020 09:58,strike,high,within 48 hours
9376,Public Health Emergency,outbreak,"4938 Donald Wells Apt. 622, West Virginia, MT 15922",29-08-2021 00:44,outbreak,high,within 12 hours
9377,Labor Strike,strike,"50075 Turner Unions, Johnsonbury, OH 71388",03-07-2023 22:19,worker protest,high,within 12 hours
9378,Environmental Hazard,environmental hazard,"6348 Tiffany Road, Evansside, MH 62068",26-12-2022 22:12,ecological threat,low,within 36 hours
9379,Public Health Emergency,pandemic,"139 Jill Plaza, Samanthafurt, MI 41873",07-04-2023 20:40,public health emergency,high,within 12 hours
9380,Public Health Emergency,health crisis,"326 April Valley Apt. 410, North Michelleborough, WA 14290",07-06-2023 22:02,pandemic,very high,within 12 hours
9381,Labor Strike,worker protest,"0448 Williams Greens Apt. 738, New Jenniferton, DE 19422",16-01-2024 11:57,labor dispute,low,within 48 hours
9382,Terrorist Attack,terrorist attack,"6887 Thomas Curve, Port Christinabury, VT 40018",15-01-2020 10:31,terrorism,very low,within 36 hours
9383,Environmental Hazard,environmental hazard,"57088 Scott Stream Suite 272, New Kristinastad, WV 69544",18-09-2020 07:25,pollution,low,within 24 hours
9384,Protest,strike,"739 George Ville, West Jacqueline, NH 12927",06-03-2024 12:27,march,very high,within 36 hours
9385,Civil War,warfare,"5311 Ryan Stravenue, Jenniferfort, AK 41748",14-05-2022 17:33,armed conflict,very low,within 48 hours
9386,Environmental Hazard,ecological threat,"USNV James, FPO AE 18674",29-05-2023 01:50,environmental hazard,moderate,within 12 hours
9387,Labor Strike,labor strike,"17934 Cynthia Causeway, West Brandon, GA 58361",17-06-2020 07:24,strike,high,within 48 hours
9388,Environmental Hazard,environmental hazard,"89979 Robert Road, Laratown, MP 75880",10-04-2020 07:54,toxic contamination,very low,within 24 hours
