Crisis ID,Type of Scarcity Crisis,What,Where,When,How,Severity,Duration
9681,Energy Scarcity,shortage of energy,"572 Tanya Fort, Changtown, HI 00950",31-07-2023 13:09:28,power outage,high,within 24 hours
9682,Medical Supplies Scarcity,lack of medicines,"8345 Cody Plaza Apt. 115, Ethanshire, GA 81821",13-06-2021 03:23:04,medical supplies scarcity,very low,within 5 hours
9683,Food Scarcity,hunger crisis,"75826 Joseph Lakes Suite 096, Catherineburgh, FM 87734",23-10-2020 04:07:33,food scarcity,very high,within 24 hours
9684,Food Scarcity,food insecurity,"2365 Morgan Court Apt. 550, New Vincentland, MD 38755",15-08-2021 04:10:48,food scarcity,very high,within 5 hours
9685,Medical Supplies Scarcity,medical supply shortage,"8373 Johnson Mission Apt. 235, Jacobfurt, VT 60336",07-01-2020 13:55:10,medical supplies scarcity,high,within 7 hours
9686,Energy Scarcity,energy crisis,"712 Kelly Pine, Karifurt, SD 33333",14-10-2020 08:53:41,power outage,very high,within 5 hours
9687,Fuel Scarcity,shortage of fuel,"462 Smith Canyon, Port Richard, CO 70061",19-09-2021 01:46:41,fuel supply disruption,high,within 24 hours
9688,Food Scarcity,famine,"81918 Dale Shores Apt. 029, Devinhaven, MA 68954",22-01-2020 09:20:25,shortage of food,moderate,within 24 hours
9689,Energy Scarcity,energy scarcity,"747 Barrett Lodge Apt. 348, Hillstad, MN 21027",19-11-2020 04:16:03,power outage,low,within 48 hours
9690,Medical Supplies Scarcity,lack of medicines,"0524 Hampton Brooks Suite 517, Markshire, MP 90400",29-01-2024 17:19:22,shortage of medical equipment,moderate,within 72 hours
9691,Fuel Scarcity,energy crisis,"24749 Rick Path, Rubiomouth, MP 29690",30-11-2021 00:49:57,petrol shortage,high,within 12 hours
9692,Fuel Scarcity,fuel scarcity,"924 Thornton Ports, New Michael, KS 29755",15-11-2021 07:57:59,petrol shortage,low,within 7 hours
9693,Medical Supplies Scarcity,lack of medicines,"USS Lee, FPO AP 32302",02-11-2020 09:07:44,lack of medicines,very low,within 7 hours
9694,Water Scarcity,lack of clean water,"3180 Curry Bypass Suite 520, Salasfort, MA 86067",21-02-2020 19:59:56,shortage of water,very high,within 48 hours
9695,Fuel Scarcity,fuel supply disruption,"9898 Christopher Meadows Apt. 821, Bowerschester, TX 79133",15-05-2023 11:28:36,shortage of fuel,moderate,within 48 hours
9696,Water Scarcity,lack of clean water,"721 Deborah Inlet Apt. 343, Matthewfort, KY 41648",03-06-2023 23:55:36,shortage of water,high,within 24 hours
9697,Energy Scarcity,shortage of energy,"53694 Benson Islands, Port Daniel, AS 77784",23-01-2021 13:38:57,shortage of energy,low,within 5 hours
9698,Food Scarcity,shortage of food,"019 Murphy Falls Suite 268, Martinchester, AR 99897",24-11-2020 14:11:36,food insecurity,very low,within 9 hours
9699,Fuel Scarcity,energy crisis,"985 Andre Ville Suite 264, Lake Melissa, KY 96447",17-11-2023 13:29:11,energy crisis,low,within 5 hours
9700,Food Scarcity,food scarcity,"04684 Taylor Stravenue, North Stevenland, UT 67382",24-07-2021 22:30:54,food insecurity,high,within 18 hours
9701,Water Scarcity,water scarcity,"203 Angela River Apt. 626, Zacharyhaven, ID 13963",31-07-2020 15:23:23,shortage of water,very low,within 18 hours
9702,Medical Supplies Scarcity,medical supply shortage,"013 Gallagher Mountain, Taylorville, MP 40562",02-06-2022 19:32:40,lack of medicines,very low,within 18 hours
9703,Fuel Scarcity,fuel supply disruption,"07696 Debra Station, New Robert, TN 96318",31-01-2022 08:14:38,energy crisis,very high,within 18 hours
9704,Fuel Scarcity,energy crisis,"0327 Dawn Stream, Lindastad, WA 11450",01-05-2021 08:44:30,fuel scarcity,moderate,within 18 hours
9705,Food Scarcity,shortage of food,"037 Kathryn Park, Huntermouth, FM 81459",12-07-2021 03:13:23,hunger crisis,low,within 18 hours
9706,Energy Scarcity,energy crisis,"05681 Kennedy Highway Suite 129, Bauerborough, SC 02894",17-11-2022 00:39:38,power outage,very high,within 5 hours
9707,Water Scarcity,shortage of water,"93826 Rojas Walks, Kathleenmouth, OR 82517",22-10-2022 06:35:33,water crisis,very low,within 5 hours
9708,Medical Supplies Scarcity,lack of medicines,"1979 Desiree Branch, East Deannaside, NY 33964",17-07-2023 06:47:18,medical supplies scarcity,low,within 18 hours
9709,Medical Supplies Scarcity,healthcare crisis,"416 Maxwell Inlet Suite 286, West Katherine, NJ 24284",05-10-2020 10:23:07,healthcare crisis,very high,within 5 hours
9710,Energy Scarcity,power outage,"4336 Mann Point Apt. 004, New Paulastad, IA 28701",03-12-2022 22:15:23,lack of electricity,low,within 5 hours
9711,Fuel Scarcity,fuel scarcity,"33312 Jeremy Lake Suite 562, Bartonland, MT 89749",28-11-2023 11:13:30,fuel scarcity,very low,within 24 hours
9712,Energy Scarcity,power outage,"220 Gibson Pine, East Robert, FL 85400",26-07-2021 21:29:02,lack of electricity,high,within 48 hours
9713,Energy Scarcity,energy scarcity,"846 Francis Key Suite 357, Tracytown, MS 80668",18-04-2021 08:15:54,shortage of energy,low,within 7 hours
9714,Energy Scarcity,power outage,"74987 Robinson Divide, Hayesberg, VI 26758",19-06-2023 20:54:26,energy crisis,low,within 7 hours
9715,Energy Scarcity,power outage,"68798 Christopher Ville Suite 714, New Megan, WA 88854",23-08-2020 21:46:54,energy scarcity,low,within 18 hours
9716,Medical Supplies Scarcity,medical supply shortage,"944 Jackson Station Apt. 257, New Ericville, CT 74436",03-02-2020 02:11:00,healthcare crisis,high,within 48 hours
9717,Medical Supplies Scarcity,healthcare crisis,"611 Thomas Plains Suite 885, North Alyssafort, MT 03312",09-08-2021 10:51:35,medical supply shortage,very high,within 72 hours
9718,Water Scarcity,lack of clean water,"14735 Kristen Lane, Jillville, NH 18871",05-09-2021 03:50:47,lack of clean water,low,within 72 hours
9719,Fuel Scarcity,shortage of fuel,"PSC 5295, Box 8164, APO AA 25292",27-03-2021 01:30:51,energy crisis,high,within 12 hours
9720,Food Scarcity,food insecurity,"PSC 5261, Box 6761, APO AA 02639",23-04-2021 03:27:52,hunger crisis,moderate,within 7 hours
9721,Energy Scarcity,energy crisis,"573 Estrada Mission, Brownshire, CO 14037",11-12-2023 12:14:21,lack of electricity,very low,within 72 hours
9722,Medical Supplies Scarcity,shortage of medical equipment,"848 Jennifer Forges Suite 394, South Tim, MN 72393",31-03-2022 21:37:21,medical supplies scarcity,high,within 18 hours
9723,Energy Scarcity,energy crisis,"5944 Patricia Walks Suite 195, Gregorybury, CT 12894",26-07-2021 12:56:02,energy scarcity,moderate,within 7 hours
9724,Energy Scarcity,energy scarcity,"6927 Mcfarland Isle Apt. 625, South Jamieburgh, MD 31301",29-09-2022 06:36:08,lack of electricity,very high,within 12 hours
9725,Water Scarcity,shortage of water,"77968 Douglas Forges, Port Jennifer, NH 90120",18-03-2024 22:44:21,drought,low,within 24 hours
9726,Medical Supplies Scarcity,medical supply shortage,"5304 Joseph Spurs, North Maryburgh, IN 87166",13-05-2021 12:39:09,shortage of medical equipment,moderate,within 12 hours
9727,Food Scarcity,food insecurity,"1184 Daniel Gardens Suite 349, Williamsfort, MT 81311",13-06-2023 18:33:04,shortage of food,very low,within 9 hours
9728,Energy Scarcity,power outage,"57857 Johnson Mountains Suite 755, Lake Ryan, IL 87021",14-04-2021 06:55:22,shortage of energy,very high,within 9 hours
9729,Medical Supplies Scarcity,healthcare crisis,"659 Rodgers Village, New Jose, TN 62550",02-03-2021 18:18:44,lack of medicines,very low,within 9 hours
9730,Fuel Scarcity,shortage of fuel,"50637 Charlene Springs Suite 985, Ricardoville, PR 32416",10-12-2022 00:58:27,shortage of fuel,very high,within 5 hours
9731,Energy Scarcity,energy crisis,"847 Rhonda Cape Apt. 782, Port Emmachester, FM 11315",19-01-2023 22:59:40,shortage of energy,high,within 18 hours
9732,Fuel Scarcity,energy crisis,"17631 Cook Lake Suite 975, Rebeccaton, MN 85119",25-09-2020 13:07:01,energy crisis,low,within 48 hours
9733,Energy Scarcity,energy scarcity,"569 Smith River, Brownside, MT 66414",06-07-2022 00:20:47,power outage,very low,within 18 hours
9734,Food Scarcity,shortage of food,"833 Oneill Skyway, New Charles, UT 21978",18-01-2020 06:32:11,shortage of food,high,within 48 hours
9735,Energy Scarcity,energy crisis,"204 Larry Curve, North Angelaburgh, TX 45565",09-06-2021 01:57:19,power outage,low,within 48 hours
9736,Fuel Scarcity,fuel scarcity,"4491 Neal Ways, New Bradley, CO 32853",25-11-2020 02:32:17,fuel supply disruption,high,within 7 hours
9737,Energy Scarcity,power outage,"09217 Williams Lodge, North Katherineland, MP 81980",29-11-2022 19:41:47,power outage,low,within 5 hours
9738,Fuel Scarcity,shortage of fuel,"985 Knight Parkway Apt. 230, Mitchellberg, AZ 31625",25-12-2021 09:04:16,fuel scarcity,high,within 72 hours
9739,Water Scarcity,lack of clean water,"1961 Kenneth Lane Suite 996, Perrytown, DC 85836",18-07-2022 12:13:04,water crisis,very low,within 24 hours
9740,Energy Scarcity,shortage of energy,"48539 Jared Junctions Apt. 635, East Alexisshire, IL 48367",19-04-2020 09:29:56,power outage,moderate,within 48 hours
9741,Water Scarcity,water scarcity,"7767 Guzman Camp, Smithside, MP 67205",05-05-2020 04:52:19,shortage of water,very low,within 5 hours
9742,Medical Supplies Scarcity,shortage of medical equipment,"13433 Stanley Divide Suite 274, New Donnabury, AZ 62371",21-10-2022 01:37:07,lack of medicines,very low,within 18 hours
9743,Medical Supplies Scarcity,lack of medicines,"27789 Riggs Landing Apt. 645, North Nancy, NY 68353",05-03-2021 04:01:13,medical supply shortage,very high,within 72 hours
9744,Energy Scarcity,energy crisis,"806 Martin Prairie Apt. 942, Danielview, MA 95476",31-10-2021 18:25:44,lack of electricity,high,within 72 hours
9745,Water Scarcity,lack of clean water,"80816 Davis Fords Suite 031, Cynthiaview, WI 90305",04-06-2021 17:35:53,lack of clean water,very high,within 5 hours
9746,Fuel Scarcity,fuel supply disruption,"PSC 2052, Box 8757, APO AE 85233",22-07-2022 01:02:30,petrol shortage,high,within 48 hours
9747,Fuel Scarcity,petrol shortage,"049 Matthew Ports Suite 402, Burketown, WV 73623",20-12-2021 08:18:30,petrol shortage,moderate,within 5 hours
9748,Energy Scarcity,energy crisis,"0384 Nathan Forks, South Sonyaberg, KS 46479",26-03-2021 06:20:01,energy scarcity,low,within 5 hours
9749,Fuel Scarcity,shortage of fuel,"67228 Daniels Drive Apt. 504, Daniellestad, MS 22526",27-10-2023 14:36:57,fuel supply disruption,high,within 18 hours
9750,Food Scarcity,food scarcity,"PSC 5957, Box 9418, APO AE 91088",23-10-2022 00:56:35,food insecurity,very high,within 72 hours
9751,Fuel Scarcity,petrol shortage,"79179 Kimberly Island, South Kelly, AL 59096",10-01-2022 10:38:28,energy crisis,very high,within 72 hours
9752,Food Scarcity,shortage of food,"59929 Jerry Rue, Johnsonport, DC 89443",24-09-2020 23:57:29,shortage of food,very low,within 18 hours
9753,Food Scarcity,food scarcity,"Unit 4920 Box 6536, DPO AP 62211",24-12-2023 23:41:50,famine,very high,within 5 hours
9754,Food Scarcity,food scarcity,"797 Jeffrey Mount, Williamsland, TN 16491",04-03-2020 22:47:53,food insecurity,very high,within 7 hours
9755,Water Scarcity,drought,"51754 Carlson Islands Apt. 223, Langtown, CO 92984",19-10-2023 22:31:08,lack of clean water,low,within 7 hours
9756,Medical Supplies Scarcity,shortage of medical equipment,"2709 Richard Summit Apt. 418, North Davidbury, FM 26946",06-04-2021 15:38:48,medical supplies scarcity,low,within 5 hours
9757,Food Scarcity,food insecurity,"PSC 5331, Box 6565, APO AE 84339",19-02-2021 23:07:51,famine,high,within 24 hours
9758,Medical Supplies Scarcity,shortage of medical equipment,"243 Valencia Lane, South Benjaminborough, PR 43181",13-11-2020 00:35:29,medical supply shortage,very low,within 48 hours
9759,Fuel Scarcity,petrol shortage,"Unit 7788 Box 5089, DPO AE 14669",16-09-2020 03:31:00,fuel supply disruption,low,within 5 hours
9760,Energy Scarcity,energy scarcity,"2773 Kristi Bridge Suite 633, Jacobborough, VI 49635",31-10-2021 02:09:14,shortage of energy,moderate,within 7 hours
9761,Medical Supplies Scarcity,medical supplies scarcity,"11170 Steele Parks, Larsonbury, WA 83397",23-10-2021 13:39:14,lack of medicines,high,within 72 hours
9762,Energy Scarcity,power outage,"PSC 9702, Box 4706, APO AA 29135",28-07-2020 15:20:25,shortage of energy,very high,within 7 hours
9763,Energy Scarcity,energy crisis,"352 Keller Port, Garciashire, WA 77803",06-02-2020 19:20:20,energy scarcity,moderate,within 18 hours
9764,Medical Supplies Scarcity,medical supplies scarcity,"7519 Moore Mount Suite 543, Potterhaven, UT 41155",14-08-2022 09:48:37,lack of medicines,very low,within 5 hours
9765,Fuel Scarcity,energy crisis,"PSC 6419, Box 8845, APO AA 35878",06-11-2023 19:36:33,petrol shortage,very low,within 5 hours
9766,Water Scarcity,water scarcity,"93376 Jimenez Valleys Apt. 284, Lake Williamtown, CA 58014",08-11-2022 02:50:35,water crisis,very low,within 48 hours
9767,Water Scarcity,drought,"288 Theresa Turnpike Apt. 276, Lake Kyle, TN 01171",12-11-2021 17:07:46,shortage of water,high,within 5 hours
9768,Food Scarcity,food insecurity,"47980 Wilson Alley Suite 840, South Willie, IA 87026",13-05-2020 18:34:05,shortage of food,low,within 48 hours
9769,Medical Supplies Scarcity,shortage of medical equipment,"108 Dana Lakes Suite 984, Andersonfort, AR 48429",01-03-2024 19:49:27,shortage of medical equipment,low,within 5 hours
9770,Fuel Scarcity,fuel scarcity,"PSC 1562, Box 5800, APO AA 08452",03-08-2020 06:21:56,shortage of fuel,very low,within 7 hours
9771,Fuel Scarcity,fuel scarcity,"582 Diaz Garden, New Craigbury, AS 97530",09-07-2023 00:22:10,fuel supply disruption,moderate,within 72 hours
9772,Fuel Scarcity,energy crisis,"8414 Alicia Village Suite 497, Bennettport, NC 57522",21-09-2022 21:14:25,fuel supply disruption,low,within 48 hours
9773,Energy Scarcity,energy crisis,"2925 Sanchez Tunnel Suite 139, South Carrie, WI 81419",02-02-2021 10:35:29,energy crisis,moderate,within 24 hours
9774,Water Scarcity,shortage of water,"61614 Mayer Roads, North Shelley, ME 82068",12-12-2021 12:49:18,water scarcity,high,within 72 hours
9775,Food Scarcity,hunger crisis,"4297 Henderson Motorway Suite 831, Troymouth, GU 81953",22-07-2020 00:58:22,hunger crisis,high,within 9 hours
9776,Fuel Scarcity,fuel scarcity,"86724 Katrina Brooks, East Susan, WA 56128",14-04-2023 13:31:38,energy crisis,moderate,within 5 hours
9777,Energy Scarcity,energy crisis,"0367 Whitney Port, Meghanberg, MH 12502",30-11-2022 04:47:50,lack of electricity,high,within 24 hours
9778,Food Scarcity,famine,"1860 Williams Circle, Lake Charles, MO 19209",30-11-2022 16:56:53,famine,moderate,within 9 hours
9779,Food Scarcity,hunger crisis,"29488 Charles Views, Bishopshire, HI 85463",26-01-2024 13:17:42,food scarcity,very low,within 24 hours
9780,Fuel Scarcity,petrol shortage,"669 Potter Overpass, West Abigail, ME 80967",08-08-2020 15:52:47,petrol shortage,low,within 12 hours
9781,Medical Supplies Scarcity,healthcare crisis,"USS Baldwin, FPO AP 27788",14-07-2021 04:28:19,healthcare crisis,very low,within 48 hours
9782,Fuel Scarcity,fuel supply disruption,"51150 Greene Spur Suite 054, Elijahbury, MP 04805",27-07-2020 21:06:37,fuel scarcity,high,within 48 hours
9783,Medical Supplies Scarcity,shortage of medical equipment,"0109 Jose Mews, Caitlinchester, GA 94002",15-03-2021 23:32:35,lack of medicines,moderate,within 48 hours
9784,Fuel Scarcity,energy crisis,"9892 Jessica Summit Apt. 257, Port Ronald, KY 66328",29-05-2023 20:17:56,energy crisis,high,within 72 hours
9785,Fuel Scarcity,shortage of fuel,"25345 Amy Brook, New Roger, AS 01358",10-12-2023 16:44:53,energy crisis,very low,within 24 hours
9786,Energy Scarcity,lack of electricity,"2501 Brown Rest, New Zachary, UT 89104",20-06-2023 12:34:14,power outage,moderate,within 9 hours
9787,Water Scarcity,shortage of water,"11585 Katherine Lodge Suite 168, East Ethanburgh, AL 39817",05-07-2021 17:55:54,lack of clean water,high,within 9 hours
9788,Food Scarcity,shortage of food,"948 Martin Path Suite 064, Rodgersside, GA 48922",23-12-2021 19:22:23,famine,moderate,within 24 hours
9789,Food Scarcity,famine,"872 Robin Motorway Suite 776, Cookberg, MT 29541",03-05-2023 10:54:49,food insecurity,very low,within 9 hours
9790,Fuel Scarcity,shortage of fuel,"6148 Caitlin Mount Apt. 186, New Ashleystad, PR 78416",23-03-2020 21:52:34,petrol shortage,low,within 9 hours
9791,Water Scarcity,shortage of water,"0774 Hunter Causeway, North Christineshire, UT 02043",12-10-2023 16:33:35,water crisis,moderate,within 12 hours
9792,Fuel Scarcity,shortage of fuel,"3985 Obrien Heights Suite 969, Pricemouth, AR 21300",14-06-2023 08:10:35,fuel scarcity,low,within 5 hours
9793,Water Scarcity,lack of clean water,"2439 Baker Circle Suite 929, South Bonnietown, VI 70862",18-02-2022 04:30:21,drought,high,within 24 hours
9794,Food Scarcity,famine,"51866 Ferguson Landing, Tiffanyside, MI 05379",23-12-2022 09:32:05,hunger crisis,very low,within 72 hours
9795,Fuel Scarcity,petrol shortage,"31883 Gordon Court, Lake Scott, OH 89141",01-04-2023 16:50:53,energy crisis,low,within 48 hours
9796,Water Scarcity,water scarcity,"48835 Becker Estate, Powellmouth, NH 86156",06-07-2020 18:51:27,water scarcity,high,within 7 hours
9797,Fuel Scarcity,petrol shortage,"24320 Wyatt Mountain, New Seanside, MD 41188",11-11-2022 08:49:19,fuel scarcity,high,within 72 hours
9798,Food Scarcity,hunger crisis,"PSC 9819, Box 1500, APO AA 68824",20-10-2020 21:53:02,food insecurity,very high,within 24 hours
9799,Energy Scarcity,energy crisis,"0788 Morgan Estates, North Andrewland, LA 59113",01-02-2020 16:53:55,lack of electricity,very low,within 5 hours
9800,Energy Scarcity,energy crisis,"1326 Tom Green, Lorraineburgh, MS 91458",03-06-2021 14:52:35,energy scarcity,very low,within 12 hours
